time,state
2025-01-09 16:55:36.529,2
2025-01-09 16:55:36.529,3
2025-01-09 16:55:36.529,3
2025-01-09 16:55:36.529,2
2025-01-09 16:55:36.529,2
2025-01-09 16:55:36.529,1
2025-01-09 16:55:36.529,1
2025-01-09 16:55:36.529,2
2025-01-09 16:55:36.529,2
2025-01-09 16:55:36.529,1
2025-01-09 16:55:36.529,1
2025-01-09 16:55:36.529,2
2025-01-09 16:55:36.529,2
2025-01-09 16:55:36.529,1
2025-01-09 16:55:36.529,1
2025-01-09 16:55:36.529,0
2025-01-09 16:55:36.529,0
2025-01-09 16:55:36.529,1
2025-01-09 16:55:36.529,1
2025-01-09 16:55:36.529,2
2025-01-09 16:55:36.529,2
2025-01-09 16:55:36.529,1
2025-01-09 16:55:36.529,1
2025-01-09 16:55:36.529,2
2025-01-09 16:55:36.529,2
2025-01-09 16:55:36.529,1
2025-01-09 16:55:36.529,1
2025-01-09 16:55:36.529,2
2025-01-09 16:55:36.529,2
2025-01-09 16:55:36.529,1
2025-01-09 16:55:36.529,1
2025-01-09 16:55:36.529,0
2025-01-09 16:55:36.529,0
2025-01-09 16:55:36.529,1
2025-01-09 16:55:36.529,1
2025-01-09 16:55:36.529,2
2025-01-09 16:55:36.529,2
2025-01-09 16:55:36.529,3
2025-01-09 16:55:36.529,3
2025-01-09 16:55:36.529,2
2025-01-09 16:55:36.529,2
2025-01-09 16:55:36.529,1
2025-01-09 16:55:36.529,1
2025-01-09 16:55:36.529,2
2025-01-09 16:55:36.529,2
2025-01-09 16:55:36.529,1
2025-01-09 16:55:36.529,1
2025-01-09 16:55:36.529,2
2025-01-09 16:55:36.529,2
2025-01-09 16:55:36.529,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,0
2025-01-09 16:55:36.530,0
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,3
2025-01-09 16:55:36.530,3
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,0
2025-01-09 16:55:36.530,0
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,0
2025-01-09 16:55:36.530,0
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,0
2025-01-09 16:55:36.530,0
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,0
2025-01-09 16:55:36.530,0
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,0
2025-01-09 16:55:36.530,0
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,0
2025-01-09 16:55:36.530,0
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,0
2025-01-09 16:55:36.530,0
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,0
2025-01-09 16:55:36.530,0
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,0
2025-01-09 16:55:36.530,0
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,3
2025-01-09 16:55:36.530,3
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,3
2025-01-09 16:55:36.530,3
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,3
2025-01-09 16:55:36.530,3
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,3
2025-01-09 16:55:36.530,3
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,3
2025-01-09 16:55:36.530,3
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,3
2025-01-09 16:55:36.530,3
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,3
2025-01-09 16:55:36.530,3
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,3
2025-01-09 16:55:36.530,3
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,3
2025-01-09 16:55:36.530,3
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,3
2025-01-09 16:55:36.530,3
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,3
2025-01-09 16:55:36.530,3
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,3
2025-01-09 16:55:36.530,3
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,2
2025-01-09 16:55:36.530,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,3
2025-01-09 16:55:36.531,3
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,3
2025-01-09 16:55:36.531,3
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,3
2025-01-09 16:55:36.531,3
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,3
2025-01-09 16:55:36.531,3
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,3
2025-01-09 16:55:36.531,3
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,2
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,0
2025-01-09 16:55:36.531,1
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,0
2025-01-09 16:55:36.532,0
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,0
2025-01-09 16:55:36.532,0
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,0
2025-01-09 16:55:36.532,0
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,0
2025-01-09 16:55:36.532,0
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,3
2025-01-09 16:55:36.532,3
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,3
2025-01-09 16:55:36.532,3
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,3
2025-01-09 16:55:36.532,3
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,3
2025-01-09 16:55:36.532,3
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,3
2025-01-09 16:55:36.532,3
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,1
2025-01-09 16:55:36.532,2
2025-01-09 16:55:36.532,2
